line,label
CHAPTER ONE,0
"face. ""Sleep,"" he said. ""Sleep and be separated for some few hours from all the",1
his head back so that his face looked up into hers. Then she studied his face as,1
"""Look here,"" said the girl presently, ""I wonder did we ever really meet before? I",1
"did. But quite soon they were all sniffing the air and saying ""What is it?"" and ""Did",1
"touching me. Put on your homeward ring at once, Digory."" He wanted to get away",1
so and cast a light of their own down on the shadowy places where the sunlight,1
"""Is this true?"" said the Queen, still looking at Digory and not giving Polly even a",1
All this time the Cabby had been trying to catch Strawberry's eye. Now he did.,1
lamp-post at home. It sank into the ground and now it's coming up as a young,1
"""I—I nearly ate one myself, Aslan,"" said Digory. ""Would I—""",1
"that day instructing the new King and Queen and doing other important things,",1
"""Son of Adam,"" said Aslan. ""Are you ready to undo the wrong that you have done",1
"""I object to that remark very strongly,"" said the Bulldog.",1
"picking up his feet and holding his head erect.) And now, for the first time, the Lion",1
"darkwooded tree, about the size of an apple tree. The leaves were whitish and",1
"""So it is,"" said Digory. ""And look! There's a green hill at the far end of the lake. And",1
"nothing to listen to but the beat of Fledge's wings, it was nice to hear the homely",1
"side of it, of course, for the door had been made for getting in, not for getting out;",1
134,0
"""I thought as much. The woman is drunk. Drunk! She can't even speak clearly.""",1
"""Now you attend to me, if you please,"" said the policeman, taking out a very large",1
When they had measured the attic they had to get a pencil and do a sum. They,1
And both thought it was; but they had never been more mistaken in their lives.,1
"Uncle Andrew and the Witch would come back. If they did, he must rush out and",1
nine of them all told. It was Digory who had the bright idea of eating four each and,1
"there was complete silence, except for the noise of running water. Digory's heart",1
"grabbed her wrist, leaning across with his back against her chest. Then, keeping",1
"saying to him sound false and hollow. And even in the midst of all his misery, his",1
"claws on them; now, in his despair, he looked up at its face. What he saw",1
"""You may think it interesting,"" said Digory. ""But you wouldn't like it if you had to",1
"looking for us in a moment. You must let us out.""",1
"moment, you will realize that this was a ticklish thing to do. Digory knew lots about",1
"becoming very serious, but neither would draw back. Digory pushed round the",1
"He unlocked' the door, went downstairs, sent the housemaid out to fetch a",1
"""Well,"" said Uncle Andrew with a chuckle, ""it depends what you call wrong. People",1
"woman?""",1
"ordinary things around her, she fairly took one's breath away. In Charn she had",1
almost made him sick. But of course he didn't scream again.,1
notice of the children for no one had seen them go or noticed them coming back.,1
rocked. The noise of the bell stopped. The clouds of dust cleared away.,1
The Chronicles of Narnia 1 - The Magicians Nephew,0
forgotten who they were and where they came from and would have lain down,1
"""Do not fly too high,"" said Aslan. ""Do not try to go over the tops of the great ice-",1
"""Hurrah!"" said Digory. ""But I'm going to have a dip first."" He rushed through a",1
Smugglers' Cave it seemed much less likely that the empty house would be,1
"""Look here; where do you come into all this? Why are you so precious fond of my",1
"had some effect on Uncle Andrew, for Digory could hear him saying, ""A spirited",1
"of trees in the light wind. A warm, good smell of sun-baked earth and grass and",1
"face, he could not have been recognized by anyone. Fortunately the front door of",1
111,0
"my entertaining you to an exceedingly expensive, not to say ostentatious, lunch,",1
you.,1
"sons, how cleverly you defend yourselves against all that might do you good! But I",1
"want to obey it and (what's more) would be able to obey it, however many worlds",1
"And that really did make the children jump, for it was the cab-horse who had",1
141,0
34,0
planted right way up. When they had patted down the earth it came up above his,1
"voice. If I spoke to him, he would hear only growlings and roarings. Oh Adam's",1
remembered the ugly look he had seen on his Uncle's face the moment before,1
and her long hair streamed out behind her like a comet's tail. She was flogging the,1
head) must be his root. But then others said that the forked end of him was the,1
rate there might be a real Land of Youth somewhere. There might be almost,1
"them: and instantly they swung apart, opening inwards, turning on their hinges",1
"in Magic till today. I see now it's real. Well if it is, I suppose all the old fairy tales",1
"When things go wrong, you'll find they usually go on getting worse for some time;",1
"He had been desperately hoping that the Lion would say ""Yes""; he had been",1
"and went on. ""You've no idea how lonely I sometimes am. But no matter. Go to",1
"sort of work, my kind of nose—""",1
"and grows. Now I wonder what sort of seed a lamppost grows from?""",1
"said. ""Most undoubtedly I would. I should be perfectly in my rights. I have been",1
"have helped it. But though the Queen spoke so calmly, her movements were as",1
Then two wonders happened at the same moment. One was that the voice was,1
"wouldn't 'ave thought it of you, Strawberry.""",1
"""A—a most distinguished visitor has just arrived.""",1
91,0
96,0
carefully for fear of holes in the floor or of anything lying about that they might trip,1
and was close behind him again.,1
cistern. Because it was such an important occasion they took a candle each (Polly,1
"'ad much eddycation, you see.""",1
"natural laugh, but Digory had seen an eager, almost a greedy, look on his face.",1
"would turn and look at them, yet in some queer way they wished it would. But for",1
THE DEPLORABLE WORD,0
growing slower and richer. More like the country voice he must have had as a boy,1
"""Summer, I grant you,"" said the Cabby. "" 'Ot work for you and a cool seat for me.",1
"you.""",1
"""Who?"" said Digory in a faint voice; but he had already guessed the answer.",1
"the smell which came from it, even more than the sight, that had made everyone",1
even if you travelled through the space of this universe for ever and ever—a world,1
them down. But it had died long ago. And there were no ants or spiders or any of,1
"""So big, so red, and so cold.""",1
smaller. Many animals sat up on their hind legs. Most put their heads on one side,1
"world. And by his art he has seen the shadow of my face, in some magic mirror or",1
"bring it back to me.""",1
4,0
should come after them with great oaths never even to seek after the knowledge,1
a whisper:,1
but a heap of dust on the threshold.,1
right again. He forgot all about watching for the Witch. His hand was already going,1
with the mere size of the place. Every now and then they thought they were going,1
In those days Mr Sherlock Holmes was still living in Baker Street and the,1
"""I know what errand you have come on,"" continued the Witch. ""For it was I who",1
Lion was singing still. But now the song had once more changed. It was more like,1
"then could you say something to prevent him from ever coming back here again?""",1
his mind that he wants to talk to the Lion about; 'im you call Aslan. Suppose you,1
"between the horse's hoofs and the railings of the ""area"" that surrounded the",1
"""Why, if awe can get back to our own world by jumping into this pool, mightn't we",1
"Digory had hoped to get something for his Mother and how, instead of that, he had",1
I'm a lunatic. I wonder what they'll say now? I have discovered a world where,1
"""Well,"" said Strawberry very slowly, ""I don't exactly know, I think most of us don't",1
"""I'll go anywhere you go.""",1
"""Hullo! What's that?"" thought Digory. ""Fire-engine? I wonder what house is on fire.",1
"perhaps of all worlds. Does your uncle rule any city as great as this, boy?""",1
The Chronicles of Narnia 1 - The Magicians Nephew,0
11,0
The Chronicles of Narnia 1 - The Magicians Nephew,0
people and either hug them or fight them. It made Digory hot and red in the face. It,1
thing that Digory had just been going to do. For there were any number of pools in,1
let her know about the rings. I do hope Digory has the sense to keep his mouth,1
CHAPTER SIX,0
The Chronicles of Narnia 1 - The Magicians Nephew,0
around to the police station at once and tell them there is a dangerous lunatic at,1
"done?""",1
"as they had got out on to the grass, they found that they were not alone. The",1
"""The fools!"" he said to himself. ""Now those brutes will eat the rings along with the",1
"had better put on their yellow rings and get back to the warm, green, living forest",1
knew it might contain something highly dangerous. For my godmother was a very,1
hands and jump. But as soon as they seemed to be getting back to Uncle,1
"by the shadow of the mighty cliff, till at last, when the sky was growing red with",1
"with stars. They didn't come out gently one by one, as they do on a summer",1
"""What has the Lion ever done for you that you should be his slave?"" said the",1
AN UNEXPECTED MEETING,0
what he did next except by saying that he was very sorry for it afterwards (and so,1
The two Elephants with their trunks and a few dwarfs with their little axes soon got,1
"dream.""",1
"""It isn't half so funny as Polly,"" said Digory.",1
"""Yes,"" said Digory. ""And get caught by Uncle Andrew and have our rings taken",1
"enough even then to know that it wasn't Greek, or Old Egyptian, or Babylonian, or",1
"planting and watering him. When the watering brought him to his senses, he found",1
The Chronicles of Narnia 1 - The Magicians Nephew,0
"we can get back by the old one. We're not even sure if it'll work yet.""",1
"""Right. See you later,"" said Polly and clattered up the attic stairs.",1
"""Well, tuck in,"" said Fledge, taking a big mouthful of grass. Then he raised his",1
she supposed it might be a sort of park. From all of this Polly's mother got the idea,1
"""We'll have to do a bit of zig-zagging here,"" said Fledge. ""Hold on tight.""",1
today) out of the little lefthand drawer and put a few drops of scent on it. He took,1
"""You!"" said the Queen, laying her hand on his shoulder—a white, beautiful hand,",1
"enchantments. I could feel it the moment we came in.""",1
The Chronicles of Narnia 1 - The Magicians Nephew,0
While he was thinking of all this he happened to look up through the branches,1
The Chronicles of Narnia 1 - The Magicians Nephew,0
"heads a good deal harder in those days than they are now. Still, we can never be",1
The Chronicles of Narnia 1 - The Magicians Nephew,0
"Andrew cowered away from her. Now that she was really present, all the silly",1
"""Good old Strawberry,"" said Polly. ""I am glad he was one of the ones picked out to",1
leopards and panthers with sarcastic faces (as he thought) stared at him and,1
lump of sugar.,1
"watch it all. Just as Digory said ""Trees!"" he had to jump because Uncle Andrew",1
steps and through vast rooms that opened out of one another till you were dizzy,1
"after all, she's your sister as well as  my Mother. Well, no matter. I'm  jolly well",1
room.,1
those big-game hunters. Something might be made of this country. The climate is,1
They had started early that morning and what happened in the garden had not,1
"stones.""",1
Andrew. The sagacious animal went on doing this till gallons of water had been,1
"have bothered. What he was thinking about was the bottle in his wardrobe, and he",1
Digory as last caught her ankle. She kicked back with her heel and hit him in the,1
"""Yes it is,"" said Polly.",1
"""H'm, h'm,"" said Fledge, speaking with his mouth full. ""Well—h'm—don't know",1
let us take such order that for many hundred years yet this shall be a merry land in,1
7,0
"""Look here,"" said Polly, ""I'm not going to try any new pool till we've made sure that",1
"long ago. He used to have little hard, square lumps of some white stuff that he",1
The two Moles settled that part of the business pretty quickly. There was some,1
"of blue sky which hid them the stars sang again; a pure, cold, difficult music. Then",1
they had been the first time.,1
Fledge stayed awake much longer moving his ears to and fro in the darkness and,1
First came the hansom. There was no one in the driver's seat. On the roof—not,1
"""What else were you sent here for if not to fetch me?"" asked Jadis.",1
My eyes can see through walls and into the minds of men. They will be on you,1
get somewhere else by jumping into one of the others? Supposing there was a,1
It was never found out whether the fall of the roof was due to Magic or whether,1
"Wood between the Worlds was all about them, and it seemed richer and warmer",1
"Charn. There is no pool now. That world is ended, as if it had never been. Let the",1
The Chronicles of Narnia 1 - The Magicians Nephew,0
"squirted over him, and water was running out of the skirts of his frock-coat as if he",1
sometimes giving a little shiver with his skin as if a fly had lighted on him: but in,1
dust (I took jolly good care not to touch it) and thought that every grain had once,1
the fun (what a day that girl was having!) so the children had no difficulty in,1
"""You're just like the Witch,"" said Polly. ""All you think of is killing things.""",1
"""It's alright; there's no one here,"" said Polly over her shoulder to Digory. She was",1
CHAPTER SEVEN,0
"""No fear,"" said Digory. ""We want to stay and see what happens. I thought you",1
"various tests I narrowed down the possibilities. I had to get to know some—well,",1
The Chronicles of Narnia 1 - The Magicians Nephew,0
"Come on. Let's try that one.""",1
"before you are an old man and an old woman, great nations in your world will be",1
"Three—Go"". This time it worked. It is very hard to tell you what it felt like, for",1
"awake) came tumbling into the noise, heat, and hot smells of London.",1
"dead black, either ebony or some black metal which is not found in our world.",1
"""Perhaps it was only the wind in the trees,"" said Digory presently.",1
"""No,"" said Polly. ""The walls don't go out to the roof. It goes on. I don't know how",1
"few seconds they had forced her to let go. She reeled back, panting, and there",1
"""Don't be so jolly clever. I was thinking of the house beyond yours."" ,",1
"""Oh come on,"" said Digory. ""The sooner-""",1
"And the force of those spells was that I should sleep among them, like an image",1
"""Well you see sir, I'm a married man,"" said the Cabby. ""If my wife was here neither",1
are so narrow-minded. She certainly got very queer in later life. Did very unwise,1
rose up out of it—like a pantomime demon coming up out of a trapdoor the,1
"ring, you vanish out of this world. When you are in the Other Place I expect—of",1
"in the turf and buried the piece of toffee. Then they ate the other pieces, making",1
happened.,1
"earlier in the day, poured out a pile of precious stones at the dwarfs' feet. Under",1
"live to know me better yet. How does this land please you?""",1
"the Deplorable Word and use it to destroy all living things. And soon, very soon,",1
bottle and a wine-glass which he always kept hidden there where Aunt Letty could,1
told Digory because he didn't know it himself. In order to jump from world to world,1
"the only living thing beneath the sun."",",1
paler than she had been; so pale that hardly any of her beauty was left. And she,1
was a look of terror in her eyes.,1
"them back to tell me what they had found there?""",1
the children at a cautious distance behind; for he didn't want to get too far away,1
"""And who, pray, are you going to entertain, Andrew?"" asked Aunt Letty.",1
she had had time to put on her good clothes (her best hat had imitation cherries,1
"hundred yards away she felt that they were connected with a series of deep,",1
beginning of the summer holidays and neither of them was going to the sea that,1
"Now the truth was that Uncle Andrew, who knew nothing about the Wood between",1
78,0
"taken very long, so that Fledge and Polly both said they would easily get back to",1
CHAPTER NINE,0
"speak before it toppled over.""",1
"the hammer, like a silly idiot. Only turned back in the wood so that she had time to",1
CHAPTER TEN,0
The Chronicles of Narnia 1 - The Magicians Nephew,0
drawing-room to find out what had happened.,1
When Fledge had quite finished his own excellent supper he lay down. The,1
Now they were over the top of the cliffs and in a few minutes the valley land of,1
They put on their green rings and came back to the pool. But before they tried,1
"Have you a different sort of sun in your world?""",1
"It was even better than yesterday, partly because every one was feeling so fresh,",1
"""What do we do now?"" said Polly. ""Take the guineapig and go home?""",1
"""By—by Magic.""",1
everything happened so quickly. At first there were bright lights moving about in a,1
"see if it works. Then if it does, we'll change rings and come up again before we're",1
"unexpected expenses today. I have to do a little entertaining. Come now, don't be",1
"""I only thought you didn't seem very keen on exploring this place.""",1
"the hot-houses, the vineries, the woods, and the mountains behind it. So that",1
him and to give him the help of aflutter now and then.) All round the very top of the,1
hansom (everyone had lots of servants in those days) and looked into the,1
"""All in one moment one woman blotted it out for ever.""",1
who had fairy blood in her. (She said there had been two others in her time. One,1
"hear any words: he heard only a snarl. And when the Beasts spoke in answer, he",1
"sorry for all the evil she had done there, she certainly didn't show it—and then",1
Much more light than they had yet seen in that country was pouring in through the,1
"still themselves for a good long time, looking in. But presently they decided that",1
Uncle Andrew kept on rubbing his hands and bowing. He was trying to say,1
"the last hour.""",1
CHAPTER FOUR,0
"skull, came into their proper position, and the fire went out of his eyes.",1
82,0
"right to make way for him. He walked up to Aslan, handed him the apple and said:",1
"I'd have to go after her.""",1
"of all the houses. Then they could see Uncle Andrew, very vague and shadowy,",1
"and my 'ands that numb I couldn't 'ardly 'old the reins?""",1
"""It will soon be worth seeing when I rule it,"" answered the Queen.",1
"shaky, had just grabbed on the Cabby's other hand.",1
"grown-ups do, and it wouldn't have interested him. He almost thought so now. But",1
"youngsters like you to find it much fun talking to an old buffer like me."" He sighed",1
floor was left free down the middle. You could walk down and look at the faces in,1
"Bramandin.""",1
"don't want all these roughs going for you, do you? You want to go 'ome and 'ave a",1
The Chronicles of Narnia 1 - The Magicians Nephew,0
"to my sweet country of Narnia on the very day of its birth?""",1
"picnic. Are you there, Polly?""",1
"After a good deal of arguing they agreed to put on their green rings (""Green for",1
52,0
"""Look here,"" he said. ""How long does this tunnel go on for? I mean, does it stop",1
you wouldn't—that you'd rather run messages for a wild animal in a strange world,1
blowing: I think that when this happened there were high winds in Narnia and the,1
"""Yes, it is,"" said he.",1
"a mole come out in England. The dogs came out, barking the moment their heads",1
148,0
"themselves which were singing, and that it was the First Voice, the deep one,",1
pulled a hansom. Then it roared. It strained its neck back as if there were a fly,1
"""But we haven't seen anything yet,"" said Digory. ""Now we're here, we simply must",1
"sound came from it; he was breathing out, a long, warm breath; it seemed to sway",1
face to face with Aslan. And Aslan was bigger and more beautiful and more,1
"(he looked at the Cabby) and about the horse, but I can't help that. As for you two",1
"as it seemed, piles of dry brushwood for fuel, a little anvil, hammers, tongs, and",1
"There was a long pause. And Digory was thinking all the time, ""I've spoiled",1
sent to bed for two solid hours. It was a thing that happened to one quite often in,1
business. Digory himself understood at once that the others wouldn't and couldn't,1
"""Ah, but how do I know that you would?"" said Uncle Andrew with a cunning smile.",1
Meanwhile an old gentleman had begun to struggle shakily out of the ruins of the,1
"sitting up there with my feet like ice and my nose fair pinched off me with the wind,",1
"the memory of that moment stayed with them always, so that as long as they both",1
pool Polly cried out:,1
"""Bring out that creature,"" said Aslan. One of the Elephants lifted Uncle Andrew in",1
85,0
the last line is about. Come in by the gold gates. Well who'd want to climb a wall if,1
"tightly. The Cabby gave one glance at the Lion, and took off his bowler hat: no one",1
"ring. Yellow, remember. And don't put it on till I shout.""",1
which they would know the places they were looking for—the blue lake and the hill,1
which shook your world to its foundations and sent you across the vast gulf,1
"chief Dwarf, and you the River-god, and you Oak and the Owl, and both the",1
"""Don't let the old cove in the cab get away. 'E put 'er up to it.""",1
27,0
"all.""",1
almost feel the trees growing. The pool he had just got out of was not the only,1
that he did some hard thinking.,1
Uncle Andrew stood trembling and swaying this way and that. He had never liked,1
about it at all now that he was face to face with Aslan. This time he found he could,1
"seem to be standing on anything, or sitting, or lying. Nothing appeared to be",1
"touching him. ""I believe I'm in water,"" said Digory. ""Or under water."" This",1
"came and struck the bell and awoke me.""",1
"""Do you mean one of those yellow or green ones?"" said Polly. ""How lovely!""",1
"dining-room and ""glued his face"" as they say, to the window. It was a bow-window",1
"the young woman goes on hexcitin' 'im, there'll be murder done. 'Ere, let me get at",1
"""You see, friends,"" he said, ""that before the new, clean world I gave you is seven",1
"""Carry him aside and lay him down,"" said Aslan. ""Now, dwarfs! Show your smith-",1
"mind your P's and Q's, if you ever met living people who looked like that. When",1
"""Rotten?"" said Uncle Andrew with a puzzled look.",1
always much more afraid than she of looking a fool.),1
"""How you do keep getting off the point!"" said Uncle Andrew. ""That's what the",1
"the eye could reach, there spread a vast city in which there was no living thing to",1
"gratified—a most unexpected, pleasure—if only I had had the opportunity of",1
could understand them. They didn't hear any words: only a vague sizzling noise.,1
"The old gentleman, who was certainly Uncle Andrew, had just succeeded in",1
31,0
"added, and held out a hand to each of the children. Polly, who was disliking the",1
was tearing up delicious mouthfuls of new grass.,1
The Chronicles of Narnia 1 - The Magicians Nephew,0
46,0
was softer and more lilting than the song by which he had called up the stars and,1
"study on the top floor and Aunt Letty says I must never go up there. Well, that",1
northward on their right; beyond those hills a great moorland sloped gently up and,1
the different sides of the courtyard. One reason was that they were afraid of,1
"does not work happily for any who pluck it at their own will. If any Narnian,",1
CHAPTER THIRTEEN,0
"""Look here,"" said Digory to Polly, ""I've got to go after him—Aslan, I mean, the",1
over. It seemed a long walk. When they had reached the other side they came out,1
your hand in your pocket and touch it by accident. The moment you touch a yellow,1
"""Take of my fruit for others,"" said Digory to himself. ""Well, that's what I'm going to",1
"a very clever horse.""",1
The Chronicles of Narnia 1 - The Magicians Nephew,0
"or noble blood in your veins. How did such as you dare to enter this house?""",1
"instead of in her own, so the fruit of that mountain garden looked different too.",1
outward and looked as if it were ready to fall over into the courtyard. In one place,1
"""How came she to be in your world, Son of Adam?""",1
"the Lion itself, and every drop of blood tingled in the children's bodies, and the",1
"""Quick,"" said Polly, with a look at Digory. ""Greens!""",1
"Ever since the animals had first appeared, Uncle Andrew had been shrinking",1
through darkness and then through a mass of vague and whirling shapes which,1
"As for Uncle Andrew, what between the state of his clothes and the honey on his",1
97,0
had rushed down the moment she was allowed out of bed.,1
44,0
suddenly joined by other voices; more voices than you could possibly count. They,1
"unhand our royal charger. We are the Empress Jadis.""",1
"THERE was no doubt about the Magic this time. Down and down they rushed, first",1
"important. You will put me in a deucedly awkward position if you don't.""",1
day would have come when both you and she would have looked back and said it,1
THE PLANTING OF THE TREE,0
pardonable pride.,1
steps from one rafter to the next. That would give them an idea of how many,1
moment I picked up that box I could tell by the pricking in my fingers that I held,1
"""Beast!"" muttered Polly.",1
"head, gave a cheerful whinny, and seemed to feel better. He became quiet for the",1
"in your own world. Do be quick, Digory."" They had put on their green rings, but",1
Of course she thought she was dreaming. That was why she didn't rush across to,1
"as if they were trying very hard to understand. The Lion opened his mouth, but no",1
"""I see that, sir,"" replied the Cabby. ""I'd try to do the square thing by them all.""",1
"""Sent her to—well—to another place.""",1
"with him. For the rest of that day, whenever he looked at the things about him, and",1
"half forgotten how he had come there. At any rate, he was certainly not thinking",1
"What they noticed first was the light. It wasn't like sunlight, and it wasn't like",1
For now a great barrier of cliffs rose before them and they were almost dazzled by,1
"and less like the sharp, quick voice of a cockney.)",1
"the groaning of slaves, the thunder of chariots, and the sacrificial drums beating in",1
"stuff that wanted to get back to its own place, the in-between place. But the stuff in",1
"To explain all this we must go back a bit. The Beasts, you remember, had tried",1
very quiet. You know a noise sometimes brings things down—like an avalanche in,1
The Chronicles of Narnia 1 - The Magicians Nephew,0
"""Will you carry this little son of Adam on your back to the mountainvalley I spoke",1
behind them to where four dwarfs held up the King's train and four rivernymphs,1
"Suppose that creature went into her room. She might frighten her to death.""",1
themselves. Windows shot up in all the houses of that street and a housemaid or,1
"""You are a brick,"" said Digory. ""Hold on to me tight. You'd have to manage the",1
